Department,Date,Code,Expense Type,P.O. No.,Vendor Name,Invoice No.,Invoice Date,From Date,To Date,Base Amount,CGST/ SGST,IGST/ UGST,Total Amount,TDS,Other Charges Deducted,Hand over to F&A,Payment Date,Additional Remarks,FY24 Impact,Invoice Category,Invoice Received from Vendor,GRN Raised,Approved by Checker,Invoice raised by Accounts,Checker Approval,Approvers Approval,Moved to Accounts bucket to Payment Made,Direct Invoice Raised,Approved by Checker,Approved by Approver,Moved to Accounts bucket for Payment,Payment Date,"Payment Terms
(Days)"
Infra,Jun-23,ITIFOR,Opex,XYZCL|XYZ|2023-24|1161,ABC CH PVT. LTD.,2324101537,13-Jul-23,01-Jun-23,30-Jun-23,"77,000","13,860",-,"90,860","2,695",-,18-07-2023,10-Aug-23,-,"77,000",PO Based,17-Jul-23,17-Jul-23,19-Jul-23,19-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,10-Aug-23,45
Infra,Jun-23,ITIFDB,Opex,XYZCL|XYZ|2023-24|1163,ABC CH PVT. LTD.,2324101538,13-Jul-23,01-Jun-23,30-Jun-23,"57,500","10,350",-,"67,850","2,013",-,18-07-2023,10-Aug-23,-,"57,500",PO Based,17-Jul-23,17-Jul-23,19-Jul-23,19-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,10-Aug-23,45
Infra,Jun-23,ITIFMQ,Opex,XYZCL|XYZ|2023-24|1164,ABC CH PVT. LTD.,2324101539,13-Jul-23,01-Jun-23,30-Jun-23,"64,800","11,664",-,"76,464","2,268",-,18-07-2023,10-Aug-23,-,"64,800",PO Based,17-Jul-23,17-Jul-23,19-Jul-23,19-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,10-Aug-23,45
Infra,Jun-23,ITIDMI,Opex,XYZCL|XYZ|2023-24|1162,ABC CH PVT. LTD.,2324101540,13-Jul-23,01-Jun-23,30-Jun-23,"70,000","12,600",-,"82,600","2,450",-,18-07-2023,10-Aug-23,-,"70,000",PO Based,17-Jul-23,17-Jul-23,19-Jul-23,19-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,10-Aug-23,45
Infra,Jun-23,ITIBLW,Opex,DI-108,ABC IMITED,MHSO090723166962,01-Jul-23,01-Jun-23,30-Jun-23,"87,783","15,801",-,"1,03,584",-,-,-,1-Aug-23,-,"87,783",PO Based,17-Jul-23,,,,,,,17-Jul-23,17-Jul-23,24-Jul-23,24-Jul-23,1-Aug-23,30
Infra,Jun-23,ITIMB,Opex,DI-109,ABC IMITED,MobileBillsJun23,01-Jul-23,01-Jun-23,30-Jun-23,"30,431","5,478",-,"35,909",-,-,-,1-Aug-23,-,"30,431",PO Based,17-Jul-23,,,,,,,17-Jul-23,17-Jul-23,24-Jul-23,24-Jul-23,1-Aug-23,30
Infra,Jul-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1618,ABC computers,SLS-1998/23-24,15-Jul-23,15-Jul-23,15-Jul-23,"16,650","2,997",-,"19,647",-,-,19-07-2023,24-Jul-23,-,"16,650",PO Based,19-Jul-23,19-Jul-23,19-Jul-23,20-Jul-23,21-Jul-23,21-Jul-23,21-Jul-23,NA,NA,NA,NA,24-Jul-23,45
Infra,Jul-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1634,ABC deasinfinite,726,19-Jul-23,19-Jul-23,19-Jul-23,"16,200","2,916",-,"19,116",-,"1,413",21-07-2023,31-Jul-23,-,"16,200",PO Based,20-Jul-23,20-Jul-23,19-Jul-23,20-Jul-23,21-Jul-23,21-Jul-23,21-Jul-23,NA,NA,NA,NA,31-Jul-23,45
Infra,Jul-23,ITIBRC,Opex,XYZCL|XYZ|2023-24|1655,ABC ch Solutions,RTS/075/2023-24,21-Jul-23,21-Jul-23,21-Jul-23,"33,000","5,940",-,"38,940",-,-,24-07-2023,7-Aug-23,-,"33,000",PO Based,21-Jul-23,21-Jul-23,21-Jul-23,26-Jul-23,26-Jul-23,26-Jul-23,5-Aug-23,NA,NA,NA,NA,7-Aug-23,45
Infra,Jul-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1656,ABC V5 Infotech,V5-23-24/07/0287,22-Jul-23,22-Jul-23,22-Jul-23,"9,900","1,782",-,"11,682",-,-,25-07-2023,14-Aug-23,-,"9,900",PO Based,24-Jul-23,24-Jul-23,24-Jul-23,8-Aug-23,10-Aug-23,10-Aug-23,10-Aug-23,NA,NA,NA,NA,14-Aug-23,45
Infra,Jun-23,ITIOBS,Opex,DI-110,ABC ICES PVT LTD,95002579,24-Jul-23,01-Jun-23,30-Jun-23,"21,450","3,861",-,"25,311",150,-,-,7-Aug-23,-,"21,450",PO Based,24-Jul-23,,,,,,,24-Jul-23,,5-Aug-23,5-Aug-23,7-Aug-23,30
Infra,Aug-23,ITISME,Opex,XYZCL|XYZ|2023-24|1648,ABC ndia Pvt ltd,SLM/2324/JUL/424,20-Jul-23,01-Aug-23,31-Aug-23,"22,033","3,966",-,"25,999",-,-,25-07-2023,24-Aug-23,-,"22,033",PO Based,24-Jul-23,24-Jul-23,24-Jul-23,8-Aug-23,8-Aug-23,10-Aug-23,10-Aug-23,NA,NA,NA,NA,24-Aug-23,45
Infra,Jul-23,CITTAB,Capex,XYZCL|XYZ|2023-24|1292,ABC tech Pvt Ltd,ABC_Multiple Invoices_TAB,03-Jul-23,03-Jul-23,03-Jul-23,"25,91,200","4,66,416",-,"30,57,616",-,-,26-07-2023,8-Aug-23,-,-,PO Based,25-Jul-23,25-Jul-23,25-Jul-23,,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,8-Aug-23,45
Infra,Aug-23,ITIMHO,Opex,DI-111,ABC Ltd,FBBL2724B44921,21-Jul-23,01-Aug-23,31-Aug-23,"24,583","4,425",-,"29,008",-,-,-,10-Aug-23,-,"24,583",PO Based,26-Jul-23,,,,,,,26-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,10-Aug-23,30
Infra,Jun-23,ITILBS,Opex,XYZCL|XYZ|2023-24|1434,ABC ware Pvt Ltd,SI/MP/2324/G0017,26-Jul-23,30-Jun-23,29-Aug-26,"4,50,000","81,000",-,"5,31,000",-,-,14-08-2023,-,GRN Raised,"4,50,000",PO Based,27-Jul-23,27-Jul-23,14-Aug-23,16-Aug-23,31-Oct-23,09-Nov-23,09-Nov-23,NA,NA,NA,NA,,45
Infra,Jul-23,ITIBAI,Opex,DI-112,ABC inet Pvt ltd,ABCILLJAS-23-3,01-Jul-23,01-Jul-23,30-Sep-23,"4,13,936","74,509",-,"4,88,445",-,-,-,7-Aug-23,-,"4,13,936",PO Based,10-Jul-23,,,,,,,28-Jul-23,1-Aug-23,1-Aug-23,1-Aug-23,7-Aug-23,30
Infra,Sep-23,ITIRSD,Opex,XYZCL|XYZ|2023-24|1675,ABC VATE LIMITED,DT2023074144,28-Jul-23,20-Sep-23,20-Sep-28,"7,000","1,260",-,"8,260",700,-,01-08-2023,9-Aug-23,-,"1,264",PO Based,28-Jul-23,28-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,31-Jul-23,NA,NA,NA,NA,9-Aug-23,45
Infra,Jul-23,ITIEDR,Opex,XYZCL|XYZ|2023-24|1544,ABC ONS PVT LTD.,DIPL/23-24/246,28-Jul-23,06-Jul-23,05-Jul-24,"4,80,000","86,400",-,"5,66,400","48,000",-,31-07-2023,11-Aug-23,-,"3,60,000",PO Based,31-Jul-23,31-Jul-23,4-Aug-23,4-Aug-23,4-Aug-23,4-Aug-23,4-Aug-23,NA,NA,NA,NA,11-Aug-23,45
Infra,Jul-23,ITIOBS,Opex,XYZCL|XYZ|2023-24|1487,ABC Technologies,GTL-INV000219,31-Jul-23,01-Jul-23,31-Jul-23,"46,060","8,291",-,"54,351",921,-,02-08-2023,14-Aug-23,-,"46,060",PO Based,01-Aug-23,1-Aug-23,1-Aug-23,1-Aug-23,,10-Aug-23,10-Aug-23,NA,NA,NA,NA,14-Aug-23,45
Infra,Aug-23,ITIDEU,Opex,XYZCL|XYZ|2023-24|1585,ABC ndia Pvt ltd,SLM/2324/JUL/227,10-Jul-23,01-Aug-23,31-Aug-23,"24,517","4,413",-,"28,930",-,-,09-08-2023,24-Aug-23,-,"24,517",PO Based,17-Jul-23,3-Aug-23,9-Aug-23,11-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,NA,NA,NA,NA,24-Aug-23,45
Infra,Jul-23,ITICSC,Opex,DI-113,ABC and Logistic,AGCC078/2023-24,02-Aug-23,01-Jul-23,31-Jul-23,"1,930",347,-,"2,277",19,-,-,16-Aug-23,-,"1,930",PO Based,03-Aug-23,,,,,,,3-Aug-23,3-Aug-23,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITISME,Opex,XYZCL|XYZ|2023-24|1470,ABC SOLUTIONS LLP,INV-3024055,01-Aug-23,01-Jul-23,31-Jul-23,"4,04,167","72,750",-,"4,76,917","40,417",-,09-08-2023,22-Aug-23,-,"4,04,167",PO Based,03-Aug-23,3-Aug-23,3-Aug-23,7-Aug-23,17-Aug-23,17-Aug-23,17-Aug-23,NA,NA,NA,NA,22-Aug-23,45
Infra,Jul-23,ITIHCT,Opex,DI-114,ABC RASHTRA) LTD,2169275938,03-Aug-23,01-Jul-23,31-Jul-23,"10,000","1,800",-,"11,800",-,-,-,16-Aug-23,-,"10,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,7-Aug-23,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-115,ABC RASHTRA) LTD,2169282061,03-Aug-23,01-Jul-23,31-Jul-23,"5,000",900,-,"5,900",-,-,-,16-Aug-23,-,"5,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,7-Aug-23,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-116,ABC RASHTRA) LTD,2169283488,03-Aug-23,01-Jul-23,31-Jul-23,"20,000","3,600",-,"23,600",-,-,-,16-Aug-23,-,"20,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,7-Aug-23,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITICLD,Opex,DI-117,ABC vate Limited,AIN2324001401013,02-Aug-23,01-Jul-23,31-Jul-23,"46,01,176","8,28,212",-,"54,29,388","92,024","8,28,212",-,18-Aug-23,-,"46,01,176",PO Based,07-Aug-23,,,,,,,7-Aug-23,8-Aug-23,14-Aug-23,14-Aug-23,18-Aug-23,30
Infra,Jul-23,ITIVDS,Opex,XYZCL|XYZ|2023-24|1559,ABC VATE LIMITED,GUR/2324/1940,27-Jul-23,27-Jul-23,27-Jul-23,"14,000","2,520",-,"16,520","1,400",-,08-08-2023,16-Oct-23,-,"14,000",PO Based,07-Aug-23,7-Aug-23,7-Aug-23,10-Aug-23,16-Aug-23,16-Aug-23,5-Oct-23,NA,NA,NA,NA,16-Oct-23,45
Infra,Jun-23,ITICLD,Opex,DI-118,ABC ndia Pvt ltd,SLM/2324/JUL/744,31-Jul-23,01-Jun-23,30-Jun-23,"8,55,588","1,54,006",-,"10,09,594",-,-,-,24-Aug-23,-,"8,55,588",PO Based,07-Aug-23,,,,,,,7-Aug-23,8-Aug-23,14-Aug-23,14-Aug-23,24-Aug-23,30
Infra,Aug-23,ITIBLT,Opex,XYZCL|XYZ|2023-24|1730,ABC Digital4com,2176 FY-2023-24,04-Aug-23,04-Aug-23,04-Aug-23,"1,19,000","21,420",-,"1,40,420",-,-,14-08-2023,20-Sep-23,-,"1,19,000",PO Based,08-Aug-23,8-Aug-23,14-Aug-23,16-Aug-23,24-Aug-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,20-Sep-23,45
Infra,Jul-23,ITIFBO,Opex,XYZCL|XYZ|2023-24|1141,ABC ware Pvt Ltd,SI/MS/2324/G0589,07-Aug-23,01-Jul-23,31-Jul-23,"2,50,002","45,000",-,"2,95,002","25,000",-,14-08-2023,20-Sep-23,-,"2,50,002",PO Based,08-Aug-23,8-Aug-23,14-Aug-23,16-Aug-23,24-Aug-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,20-Sep-23,45
Infra,Jul-23,ITIIBM,Opex,XYZCL|XYZ|2023-24|1140,ABC ware Pvt Ltd,SI/MS/2324/G0588,07-Aug-23,01-Jul-23,31-Jul-23,"1,15,000","20,700",-,"1,35,700","11,500",-,14-08-2023,20-Sep-23,-,"1,15,000",PO Based,08-Aug-23,8-Aug-23,14-Aug-23,16-Aug-23,24-Aug-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,20-Sep-23,45
Infra,Jul-23,ITIHCT,Opex,DI-119,ABC IMITED,EIMH072300470984,01-Aug-23,01-Jul-23,31-Jul-23,"5,000",900,-,"5,900",-,-,-,16-Aug-23,-,"5,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-120,ABC IMITED,EIMH072300470649,01-Aug-23,01-Jul-23,31-Jul-23,"87,408","15,734",-,"1,03,142",-,-,-,16-Aug-23,-,"87,408",PO Based,07-Aug-23,,,,,,,7-Aug-23,,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-121,ABC IMITED,EIMH072300469981,01-Aug-23,01-Jul-23,31-Jul-23,"5,000",900,-,"5,900",-,-,-,16-Aug-23,-,"5,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-122,ABC IMITED,EIMH072300469945,01-Aug-23,01-Jul-23,31-Jul-23,"5,000",900,-,"5,900",-,-,-,16-Aug-23,-,"5,000",PO Based,07-Aug-23,,,,,,,7-Aug-23,,13-Aug-23,13-Aug-23,16-Aug-23,30
Infra,Jun-23,ITIIAM,Opex,XYZCL|XYZ|2023-24|1498,ABC vate Limited,2023-24/004,30-Jun-23,26-Jun-23,25-Jun-24,"14,10,010","2,53,802",-,"16,63,812",-,-,14-08-2023,29-Aug-23,-,"10,57,508",PO Based,08-Aug-23,8-Aug-23,10-Aug-23,18-Aug-23,18-Aug-23,24-Aug-23,24-Aug-23,NA,NA,NA,NA,29-Aug-23,45
Infra,Jul-23,ITIBPO,Opex,DI-123,ABC India Pvt Ltd,ABCBranchPrintingJul23,01-Aug-23,01-Jul-23,31-Jul-23,"1,36,719","24,609",-,"1,61,328","2,734",-,-,21-Aug-23,-,"1,36,719",PO Based,08-Aug-23,,,,,,,8-Aug-23,8-Aug-23,14-Aug-23,14-Aug-23,21-Aug-23,30
Infra,Jul-23,ITIHPC,Opex,DI-124,ABC India Pvt Ltd,ABCHoPrintingJul23,01-Aug-23,01-Jul-23,31-Jul-23,"7,182","1,293",-,"8,475",144,-,-,21-Aug-23,-,"7,182",PO Based,08-Aug-23,,,,,,,8-Aug-23,8-Aug-23,14-Aug-23,14-Aug-23,21-Aug-23,30
Infra,May-23,ITICSC,Opex,DI-125,ABC Air Courier,117/23-24,01-Aug-23,01-May-23,31-Jul-23,"1,28,480","23,126",-,"1,51,606",-,-,-,21-Aug-23,-,"1,28,480",PO Based,09-Aug-23,,,,,,,9-Aug-23,,18-Aug-23,18-Aug-23,21-Aug-23,30
Infra,Jun-23,ITIDMI,Opex,XYZCL|XYZ|2023-24|1190,ABC CH PVT. LTD.,2324101980,31-Jul-23,01-Jun-23,30-Jun-23,"75,000","13,500",-,"88,500","2,625",-,18-08-2023,20-Sep-23,-,"75,000",PO Based,10-Aug-23,10-Aug-23,21-Aug-23,24-Aug-23,24-Aug-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,20-Sep-23,45
Infra,Jul-23,ITIBLW,Opex,DI-126,ABC,MLCB1069136617,07-Aug-23,01-Jul-23,31-Jul-23,302,54,-,356,-,-,-,18-Aug-23,-,302,PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,18-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-127,ABC,MLCB1069136616,07-Aug-23,01-Jul-23,31-Jul-23,301,54,-,355,-,-,-,18-Aug-23,-,301,PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,18-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-128,ABC,MLCB1069136615,07-Aug-23,01-Jul-23,31-Jul-23,153,28,-,181,-,-,-,18-Aug-23,-,153,PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,18-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-129,ABC,MLCB2050279786,07-Aug-23,01-Jul-23,31-Jul-23,996,179,-,"1,175",-,-,-,18-Aug-23,-,996,PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,18-Aug-23,30
Infra,Jul-23,ITIMB,Opex,DI-130,ABC Ltd,BM2427I007211742,07-Aug-23,01-Jul-23,31-Jul-23,"76,779","13,820",-,"90,599",-,-,-,25-Aug-23,-,"76,779",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,25-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-131,ABC Ltd,BM2427I007006395,06-Aug-23,05-Jul-23,04-Aug-23,"56,745","10,214",-,"66,959",-,-,-,25-Aug-23,-,"56,745",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,25-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-132,ABC Ltd,HT2427I003309491,03-Aug-23,02-Jul-23,01-Aug-23,549,99,-,648,-,-,-,21-Aug-23,-,549,PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,21-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-133,ABC Ltd,HT2427I003342487,03-Aug-23,02-Jul-23,01-Aug-23,"10,000","1,800",-,"11,800",-,-,-,21-Aug-23,-,"10,000",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,21-Aug-23,30
Infra,Jul-23,ITIHCT,Opex,DI-134,ABC Ltd,HT2427I003343025,03-Aug-23,02-Jul-23,01-Aug-23,"10,000","1,800",-,"11,800",-,-,-,21-Aug-23,-,"10,000",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,21-Aug-23,30
Infra,Jul-23,ITIMB,Opex,DI-135,ABC IMITED,MobileBillsJul23,01-Aug-23,01-Jul-23,31-Jul-23,"24,140","4,345",-,"28,485",-,-,-,30-Aug-23,-,"24,140",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,30-Aug-23,30
Infra,Jul-23,ITIBLW,Opex,DI-136,ABC IMITED,MHSO090823195040,01-Aug-23,01-Jul-23,31-Jul-23,"87,950","15,831",-,"1,03,781",-,-,-,21-Aug-23,-,"87,950",PO Based,11-Aug-23,,,,,,,11-Aug-23,12-Aug-23,17-Aug-23,17-Aug-23,21-Aug-23,30
Infra,Aug-23,CITISC,Capex,XYZCL|XYZ|2023-24|1649,ABC India Pvt Ltd,MHF2324000027645,07-Aug-23,07-Aug-23,07-Aug-23,"28,100","5,058",-,"33,158",-,-,18-08-2023,28-Aug-23,-,"28,100",PO Based,14-Aug-23,14-Aug-23,,19-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,NA,NA,NA,NA,28-Aug-23,45
Infra,Aug-23,CITISC,Capex,XYZCL|XYZ|2023-24|1649,ABC India Pvt Ltd,TNF2324000033853,07-Aug-23,07-Aug-23,07-Aug-23,"28,100","5,058",-,"33,158",-,-,18-08-2023,28-Aug-23,-,"28,100",PO Based,14-Aug-23,14-Aug-23,,,24-Aug-23,24-Aug-23,24-Aug-23,NA,NA,NA,NA,28-Aug-23,45
Infra,Jun-23,ITIBAI,Opex,DI-137,ABC inet Pvt ltd,KL0723B000000393,12-Jul-23,20-Jun-23,30-Sep-23,"22,625","4,073",-,"26,698",-,-,-,28-Aug-23,-,"22,625",PO Based,14-Aug-23,,,,,,,21-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,28-Aug-23,30
Infra,Jun-23,ITIBAI,Opex,DI-138,ABC inet Pvt ltd,GJ0723B000368613,12-Jul-23,24-Jun-23,30-Sep-23,"22,125","3,983",-,"26,108",-,-,-,28-Aug-23,-,"22,125",PO Based,14-Aug-23,,,,,,,21-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,28-Aug-23,30
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1796,ABC World,3461/AUG/23-24,16-Aug-23,16-Aug-23,16-Aug-23,"13,805","2,485",-,"16,290",-,-,21-08-2023,28-Aug-23,-,"13,805",PO Based,18-Aug-23,18-Aug-23,,22-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,NA,NA,NA,NA,28-Aug-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1794,ABC deasinfinite,731,16-Aug-23,16-Aug-23,16-Aug-23,"26,950","4,851",-,"31,801",-,-,21-08-2023,28-Aug-23,-,"26,950",PO Based,18-Aug-23,18-Aug-23,,22-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,NA,NA,NA,NA,28-Aug-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1798,ABC V5 Infotech,V5-23-24/08/0350,19-Aug-23,19-Aug-23,19-Aug-23,"14,750","2,655",-,"17,405",-,-,23-08-2023,30-Aug-23,-,"14,750",PO Based,21-Aug-23,21-Aug-23,,,,25-Aug-23,25-Aug-23,NA,NA,NA,NA,30-Aug-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1797,ABC computers,SLS-2821/23-24,17-Aug-23,17-Aug-23,17-Aug-23,"6,400","1,152",-,"7,552",-,-,23-08-2023,30-Aug-23,-,"6,400",PO Based,21-Aug-23,21-Aug-23,,,,25-Aug-23,25-Aug-23,NA,NA,NA,NA,30-Aug-23,45
Infra,Sep-23,ITISWI,Opex,XYZCL|XYZ|2023-24|1734,ABC IES PVT. LTD,SINV/23-24/01199,18-Aug-23,01-Sep-23,31-Aug-24,"71,128","12,803",-,"83,931","7,113",-,21-08-2023,28-Aug-23,-,"41,491",PO Based,21-Aug-23,21-Aug-23,,,,23-Aug-23,23-Aug-23,NA,NA,NA,NA,28-Aug-23,45
Infra,Aug-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1799,ABC PVT. LTD,FITPL/23-24/0774,19-Aug-23,19-Aug-23,19-Aug-23,"31,800","5,724",-,"37,524",-,-,23-08-2023,30-Aug-23,-,"31,800",PO Based,21-Aug-23,21-Aug-23,,,,25-Aug-23,25-Aug-23,NA,NA,NA,NA,30-Aug-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1795,ABC Computer,23-24/287,14-Aug-23,14-Aug-23,14-Aug-23,"8,000","1,440",-,"9,440",-,-,23-08-2023,30-Aug-23,-,"8,000",PO Based,23-Aug-23,23-Aug-23,,,,25-Aug-23,25-Aug-23,NA,NA,NA,NA,30-Aug-23,45
Infra,Jun-23,ITIPXX,Opex,XYZCL|XYZ|2023-24|1543,ABC ndia Pvt Ltd,DR2324MH1536,10-Jul-23,30-Jun-23,29-Jun-24,"14,00,000","2,52,000",-,"16,52,000","28,000",-,28-08-2023,9-Oct-23,-,"10,50,000",PO Based,25-Aug-23,25-Aug-23,28-Aug-23,29-Aug-23,30-Aug-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,9-Oct-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1733,ABC LTD-Mumbai,MT0120/23-24,17-Aug-23,17-Aug-23,17-Aug-23,"18,500","3,330",-,"21,830",-,-,28-08-2023,5-Sep-23,-,"18,500",PO Based,25-Aug-23,25-Aug-23,29-Aug-23,30-Aug-23,31-Aug-23,31-Aug-23,31-Aug-23,NA,NA,NA,NA,5-Sep-23,45
Infra,Aug-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1842,ABC deasinfinite,739,30-Aug-23,30-Aug-23,30-Aug-23,"4,500",810,-,"5,310",-,-,06-09-2023,14-Sep-23,-,"4,500",PO Based,30-Aug-23,30-Aug-23,29-Aug-23,4-Sep-23,,8-Sep-23,8-Sep-23,NA,NA,NA,NA,14-Sep-23,45
Infra,Aug-23,CITTAB,Opex,XYZCL|XYZ|2023-24|1839,ABC VATE LIMITED,FL-241,29-Aug-23,30-Aug-23,30-Aug-23,"15,000","2,700",-,"17,700",-,-,05-09-2023,14-Sep-23,-,"15,000",PO Based,30-Aug-23,30-Aug-23,,,,8-Sep-23,8-Sep-23,NA,NA,NA,NA,14-Sep-23,45
Infra,Jun-23,ITIVLT,Opex,DI-139,ABC ndia Pvt Ltd,1708173622,07-Aug-23,27-Jun-23,26-Jul-23,"40,012","7,202",-,"47,214","4,001",-,-,20-Sep-23,-,"40,012",PO Based,28-Aug-23,,,,,,,28-Aug-23,28-Aug-23,14-Sep-23,14-Sep-23,20-Sep-23,30
Infra,May-23,ITIVLT,Opex,DI-140,ABC ndia Pvt Ltd,1708169635,04-Jul-23,27-May-23,26-Jun-23,"39,074","7,033",-,"46,107","3,907",-,-,20-Sep-23,-,"39,074",PO Based,28-Aug-23,,,,,,,28-Aug-23,28-Aug-23,14-Sep-23,14-Sep-23,20-Sep-23,30
Infra,Sep-23,ITIMHO,Opex,DI-141,ABC Ltd,FBBL2724B52145,21-Aug-23,01-Sep-23,30-Sep-23,"24,583","4,425",-,"29,008",-,-,-,18-Sep-23,-,"24,583",PO Based,28-Aug-23,,,,,,,28-Aug-23,28-Aug-23,14-Sep-23,14-Sep-23,18-Sep-23,30
Infra,Jul-23,ITIIII,Opex,XYZCL|XYZ|2023-24|1433,ABC ware Pvt Ltd,SI/MS/2324/G0441,11-Jul-23,11-Jul-23,11-Jul-23,"4,80,000","86,400",-,"5,66,400",-,-,07-09-2023,-,GRN Raised,"4,80,000",PO Based,28-Aug-23,28-Aug-23,7-Sep-23,8-Sep-23,27-Oct-23,30-Oct-23,30-Oct-23,NA,NA,NA,NA,,45
Infra,Jul-23,ITIDMI,Opex,XYZCL|XYZ|2023-24|1190,ABC CH PVT. LTD.,2324102593,28-Aug-23,01-Jul-23,30-Jul-23,"75,000","13,500",-,"88,500",-,-,07-09-2023,26-Sep-23,-,"75,000",PO Based,29-Aug-23,29-Aug-23,7-Sep-23,11-Sep-23,15-Sep-23,22-Sep-23,22-Sep-23,NA,NA,NA,NA,26-Sep-23,45
Infra,Jul-23,ITIFOR,Opex,XYZCL|XYZ|2023-24|1161,ABC CH PVT. LTD.,2324102594,28-Aug-23,01-Jul-23,30-Jul-23,"77,000","13,860",-,"90,860",-,-,07-09-2023,26-Sep-23,-,"77,000",PO Based,29-Aug-23,29-Aug-23,7-Sep-23,11-Sep-23,15-Sep-23,22-Sep-23,22-Sep-23,NA,NA,NA,NA,26-Sep-23,45
Infra,Jul-23,ITIFDB,Opex,XYZCL|XYZ|2023-24|1163,ABC CH PVT. LTD.,2324102595,28-Aug-23,01-Jul-23,30-Jul-23,"57,500","10,350",-,"67,850",-,-,07-09-2023,26-Sep-23,-,"57,500",PO Based,29-Aug-23,29-Aug-23,7-Sep-23,11-Sep-23,15-Sep-23,22-Sep-23,22-Sep-23,NA,NA,NA,NA,26-Sep-23,45
